-1.249000000000000110e-02,-4.399999999999999745e-02
-1.248000000000000151e-02,-5.200000000000000455e-02
-1.247000000000000192e-02,-6.400000000000000133e-02
-1.246000000000000232e-02,-7.599999999999999811e-02
-1.245000000000000273e-02,-5.200000000000000455e-02
-1.244000000000000314e-02,-6.400000000000000133e-02
-1.243000000000000355e-02,-6.800000000000000488e-02
-1.242000000000000395e-02,-5.600000000000000117e-02
-1.241000000000000436e-02,-6.800000000000000488e-02
-1.240000000000000477e-02,-7.200000000000000844e-02
-1.239000000000000518e-02,-7.599999999999999811e-02
-1.238000000000000558e-02,-8.400000000000000522e-02
-1.237000000000000599e-02,-9.199999999999999845e-02
-1.236000000000000640e-02,-7.200000000000000844e-02
-1.235000000000000681e-02,-9.199999999999999845e-02
-1.234000000000000721e-02,-8.799999999999999489e-02
-1.233000000000000762e-02,-8.000000000000000167e-02
-1.232000000000000803e-02,-8.400000000000000522e-02
-1.231000000000000844e-02,-4.399999999999999745e-02
-1.230000000000000884e-02,-4.800000000000000100e-02
-1.229000000000000925e-02,-5.999999999999999778e-02
-1.228000000000000966e-02,-4.800000000000000100e-02
-1.227000000000001007e-02,-4.399999999999999745e-02
-1.226000000000001047e-02,-4.800000000000000100e-02
-1.225000000000001088e-02,-3.600000000000000422e-02
-1.224000000000001129e-02,-4.399999999999999745e-02
-1.223000000000001170e-02,-3.200000000000000067e-02
-1.222000000000001210e-02,-3.200000000000000067e-02
-1.221000000000001251e-02,-1.600000000000000033e-02
-1.220000000000001292e-02,-8.000000000000000167e-03
-1.219000000000001332e-02,-2.000000000000000042e-02
-1.218000000000001373e-02,-2.000000000000000042e-02
-1.217000000000001414e-02,-3.200000000000000067e-02
-1.216000000000001455e-02,-3.600000000000000422e-02
-1.215000000000001495e-02,-3.600000000000000422e-02
-1.214000000000001536e-02,-4.399999999999999745e-02
-1.213000000000001577e-02,-3.600000000000000422e-02
-1.212000000000001618e-02,-4.800000000000000100e-02
-1.211000000000001658e-02,-3.200000000000000067e-02
-1.210000000000001699e-02,-4.000000000000000083e-02
-1.209000000000001740e-02,-2.000000000000000042e-02
-1.208000000000001781e-02,-3.200000000000000067e-02
-1.207000000000001821e-02,-1.600000000000000033e-02
-1.206000000000001862e-02,-1.600000000000000033e-02
-1.205000000000001903e-02,4.000000000000000083e-03
-1.204000000000001944e-02,2.800000000000000058e-02
-1.203000000000001984e-02,3.600000000000000422e-02
-1.202000000000002025e-02,3.600000000000000422e-02
-1.201000000000002066e-02,6.800000000000000488e-02
-1.200000000000002107e-02,6.800000000000000488e-02
-1.199000000000002147e-02,8.400000000000000522e-02
-1.198000000000002188e-02,8.799999999999999489e-02
-1.197000000000002229e-02,9.199999999999999845e-02
-1.196000000000002270e-02,1.079999999999999988e-01
-1.195000000000002310e-02,1.239999999999999991e-01
-1.194000000000002351e-02,1.120000000000000023e-01
-1.193000000000002392e-02,1.199999999999999956e-01
-1.192000000000002433e-02,1.040000000000000091e-01
-1.191000000000002473e-02,1.280000000000000027e-01
-1.190000000000002514e-02,1.120000000000000023e-01
-1.189000000000002555e-02,1.000000000000000056e-01
-1.188000000000002596e-02,9.199999999999999845e-02
-1.187000000000002636e-02,1.040000000000000091e-01
-1.186000000000002677e-02,1.040000000000000091e-01
-1.185000000000002718e-02,1.199999999999999956e-01
-1.184000000000002759e-02,1.280000000000000027e-01
-1.183000000000002799e-02,1.360000000000000098e-01
-1.182000000000002840e-02,1.280000000000000027e-01
-1.181000000000002881e-02,1.239999999999999991e-01
-1.180000000000002922e-02,1.239999999999999991e-01
-1.179000000000002962e-02,1.239999999999999991e-01
-1.178000000000003003e-02,1.239999999999999991e-01
-1.177000000000003044e-02,1.079999999999999988e-01
-1.176000000000003085e-02,1.320000000000000062e-01
-1.175000000000003125e-02,1.320000000000000062e-01
-1.174000000000003166e-02,1.600000000000000033e-01
-1.173000000000003207e-02,1.600000000000000033e-01
-1.172000000000003248e-02,1.600000000000000033e-01
-1.171000000000003288e-02,1.600000000000000033e-01
-1.170000000000003329e-02,1.559999999999999998e-01
-1.169000000000003370e-02,1.440000000000000169e-01
-1.168000000000003410e-02,1.239999999999999991e-01
-1.167000000000003451e-02,1.280000000000000027e-01
-1.166000000000003492e-02,1.199999999999999956e-01
-1.165000000000003533e-02,1.120000000000000023e-01
-1.164000000000003573e-02,1.120000000000000023e-01
-1.163000000000003614e-02,1.040000000000000091e-01
-1.162000000000003655e-02,1.199999999999999956e-01
-1.161000000000003696e-02,1.120000000000000023e-01
-1.160000000000003736e-02,1.160000000000000059e-01
-1.159000000000003777e-02,1.320000000000000062e-01
-1.158000000000003818e-02,1.239999999999999991e-01
-1.157000000000003859e-02,1.239999999999999991e-01
-1.156000000000003899e-02,1.120000000000000023e-01
-1.155000000000003940e-02,1.120000000000000023e-01
-1.154000000000003981e-02,9.600000000000000200e-02
-1.153000000000004022e-02,1.000000000000000056e-01
-1.152000000000004062e-02,8.400000000000000522e-02
-1.151000000000004103e-02,8.799999999999999489e-02
-1.150000000000004144e-02,8.000000000000000167e-02
-1.149000000000004185e-02,8.000000000000000167e-02
-1.148000000000004225e-02,7.599999999999999811e-02
-1.147000000000004266e-02,6.800000000000000488e-02
-1.146000000000004307e-02,7.599999999999999811e-02
-1.145000000000004348e-02,7.599999999999999811e-02
-1.144000000000004388e-02,7.200000000000000844e-02
-1.143000000000004429e-02,4.399999999999999745e-02
-1.142000000000004470e-02,5.999999999999999778e-02
-1.141000000000004511e-02,5.999999999999999778e-02
-1.140000000000004551e-02,7.200000000000000844e-02
-1.139000000000004592e-02,7.200000000000000844e-02
-1.138000000000004633e-02,8.400000000000000522e-02
-1.137000000000004674e-02,9.199999999999999845e-02
-1.136000000000004714e-02,8.799999999999999489e-02
-1.135000000000004755e-02,7.599999999999999811e-02
-1.134000000000004796e-02,8.000000000000000167e-02
-1.133000000000004837e-02,5.999999999999999778e-02
-1.132000000000004877e-02,6.400000000000000133e-02
-1.131000000000004918e-02,5.999999999999999778e-02
-1.130000000000004959e-02,6.400000000000000133e-02
-1.129000000000005000e-02,6.400000000000000133e-02
-1.128000000000005040e-02,5.200000000000000455e-02
-1.127000000000005081e-02,5.200000000000000455e-02
-1.126000000000005122e-02,5.999999999999999778e-02
-1.125000000000005163e-02,4.399999999999999745e-02
-1.124000000000005203e-02,4.800000000000000100e-02
-1.123000000000005244e-02,4.800000000000000100e-02
-1.122000000000005285e-02,4.399999999999999745e-02
-1.121000000000005326e-02,4.399999999999999745e-02
-1.120000000000005366e-02,3.200000000000000067e-02
-1.119000000000005407e-02,3.200000000000000067e-02
-1.118000000000005448e-02,5.200000000000000455e-02
-1.117000000000005488e-02,6.400000000000000133e-02
-1.116000000000005529e-02,4.399999999999999745e-02
-1.115000000000005570e-02,4.800000000000000100e-02
-1.114000000000005611e-02,5.999999999999999778e-02
-1.113000000000005651e-02,7.200000000000000844e-02
-1.112000000000005692e-02,6.400000000000000133e-02
-1.111000000000005733e-02,5.600000000000000117e-02
-1.110000000000005774e-02,5.600000000000000117e-02
-1.109000000000005814e-02,5.999999999999999778e-02
-1.108000000000005855e-02,6.800000000000000488e-02
-1.107000000000005896e-02,5.600000000000000117e-02
-1.106000000000005937e-02,2.800000000000000058e-02
-1.105000000000005977e-02,2.800000000000000058e-02
-1.104000000000006018e-02,2.400000000000000050e-02
-1.103000000000006059e-02,2.800000000000000058e-02
-1.102000000000006100e-02,3.600000000000000422e-02
-1.101000000000006140e-02,3.600000000000000422e-02
-1.100000000000006181e-02,1.200000000000000025e-02
-1.099000000000006222e-02,1.200000000000000025e-02
-1.098000000000006263e-02,2.000000000000000042e-02
-1.097000000000006303e-02,2.000000000000000042e-02
-1.096000000000006344e-02,1.200000000000000025e-02
-1.095000000000006385e-02,-1.600000000000000033e-02
-1.094000000000006426e-02,-4.000000000000000083e-03
-1.093000000000006466e-02,4.000000000000000083e-03
-1.092000000000006507e-02,4.000000000000000083e-03
-1.091000000000006548e-02,4.000000000000000083e-02
-1.090000000000006589e-02,4.000000000000000083e-02
-1.089000000000006629e-02,4.800000000000000100e-02
-1.088000000000006670e-02,4.000000000000000083e-02
-1.087000000000006711e-02,4.800000000000000100e-02
-1.086000000000006752e-02,4.000000000000000083e-02
-1.085000000000006792e-02,2.000000000000000042e-02
-1.084000000000006833e-02,1.200000000000000025e-02
-1.083000000000006874e-02,0.000000000000000000e+00
-1.082000000000006915e-02,2.000000000000000042e-02
-1.081000000000006955e-02,3.600000000000000422e-02
