Record Length,2500,Points,-2.4999999E-6,1.0640000,
Sample Interval,9.999999939E-9,s,-2.4900000E-6,1.0560000,
Trigger Point,249.99999520,Samples,-2.4799999E-6,1.0400001,
,,,-2.4700000E-6,1.0320001,
,,,-2.4599999E-6,1.0400001,
,,,-2.4500000E-6,1.0400001,
Source,CH1,,-2.4399999E-6,1.0400001,
Vertical Units,Volts,,-2.4300000E-6,1.0480001,
Vertical Scale,200.00000950E-3,,-2.4199999E-6,1.0640000,
Vertical Offset,0,,-2.4100000E-6,1.0720000,
Horizontal Units,s,,-2.3999999E-6,1.0800000,
Horizontal Scale,2.5000000E-6,,-2.3900000E-6,1.0640000,
Pt Fmt,Y,,-2.3799998E-6,1.0640000,
Yzero,-8.200000000,,-2.3699999E-6,1.0560000,
Probe Atten,1.000000,,-2.3599998E-6,1.0320001,
,,,-2.3499999E-6,1.0320001,
Note,TDS 2022B - 15:20:08   13.04.2015,,-2.3400000E-6,1.0240000,
,,,-2.3299999E-6,1.0320001,
,,,-2.3200000E-6,1.0240000,
,,,-2.3099999E-6,1.0400001,
,,,-2.3000000E-6,1.0560000,
,,,-2.2899999E-6,1.0800000,
,,,-2.2800000E-6,1.0720000,
,,,-2.2699999E-6,1.0720000,
,,,-2.2600000E-6,1.0640000,
,,,-2.2499999E-6,1.0640000,
,,,-2.2400000E-6,1.0480001,
,,,-2.2299998E-6,1.0480001,
,,,-2.2199999E-6,1.0560000,
,,,-2.2100000E-6,1.0320001,
,,,-2.1999999E-6,1.0320001,
,,,-2.1900000E-6,1.0320001,
,,,-2.1799999E-6,1.0400001,
,,,-2.1700000E-6,1.0560000,
,,,-2.1599999E-6,1.0720000,
,,,-2.1500000E-6,1.0640000,
,,,-2.1399999E-6,1.0720000,
,,,-2.1300000E-6,1.0640000,
,,,-2.1199999E-6,1.0560000,
,,,-2.1100000E-6,1.0560000,
,,,-2.0999998E-6,1.0400001,
,,,-2.0900000E-6,1.0400001,
,,,-2.0799998E-6,1.0400001,
,,,-2.0699999E-6,1.0320001,
,,,-2.0600000E-6,1.0320001,
,,,-2.0499999E-6,1.0480001,
,,,-2.0400000E-6,1.0720000,
,,,-2.0299999E-6,1.0720000,
,,,-2.0200000E-6,1.0720000,
,,,-2.0099999E-6,1.0640000,
,,,-2.0000000E-6,1.0560000,
,,,-1.9899999E-6,1.0640000,
,,,-1.9800000E-6,1.0480001,
,,,-1.9699999E-6,1.0480001,
,,,-1.9600000E-6,1.0240000,
,,,-1.9499998E-6,1.0240000,
,,,-1.9399999E-6,1.0320001,
,,,-1.9300001E-6,1.0320001,
,,,-1.9199999E-6,1.0400001,
,,,-1.9100000E-6,1.0560000,
,,,-1.8999999E-6,1.0720000,
,,,-1.8899999E-6,1.0720000,
,,,-1.8799999E-6,1.0640000,
,,,-1.8699999E-6,1.0560000,
,,,-1.8599999E-6,1.0560000,
,,,-1.8500000E-6,1.0480001,
,,,-1.8400000E-6,1.0480001,
,,,-1.8300000E-6,1.0400001,
,,,-1.8200000E-6,1.0320001,
,,,-1.8100000E-6,1.0400001,
,,,-1.7999999E-6,1.0400001,
,,,-1.7899999E-6,1.0480001,
,,,-1.7799999E-6,1.0720000,
,,,-1.7699999E-6,1.0720000,
,,,-1.7599999E-6,1.0800000,
,,,-1.7499999E-6,1.0640000,
,,,-1.7399999E-6,1.0560000,
,,,-1.7299999E-6,1.0560000,
,,,-1.7199999E-6,1.0480001,
,,,-1.7100000E-6,1.0480001,
,,,-1.7000000E-6,1.0320001,
,,,-1.6900000E-6,1.0320001,
,,,-1.6800000E-6,1.0400001,
,,,-1.6700000E-6,1.0480001,
,,,-1.6600000E-6,1.0640000,
,,,-1.6499999E-6,1.0640000,
,,,-1.6399999E-6,1.0800000,
,,,-1.6299999E-6,1.0640000,
,,,-1.6199999E-6,1.0640000,
,,,-1.6099999E-6,1.0640000,
,,,-1.5999999E-6,1.0560000,
,,,-1.5899999E-6,1.0320001,
,,,-1.5799999E-6,1.0400001,
,,,-1.5700000E-6,1.0320001,
,,,-1.5600000E-6,1.0320001,
,,,-1.5500000E-6,1.0400001,
,,,-1.5400000E-6,1.0480001,
,,,-1.5300000E-6,1.0480001,
,,,-1.5200000E-6,1.0640000,
,,,-1.5099999E-6,1.0720000,
,,,-1.4999999E-6,1.0640000,
,,,-1.4899999E-6,1.0560000,
,,,-1.4799999E-6,1.0640000,
,,,-1.4699999E-6,1.0480001,
,,,-1.4599999E-6,1.0400001,
,,,-1.4499999E-6,1.0320001,
,,,-1.4399999E-6,1.0400001,
,,,-1.4300000E-6,1.0240000,
,,,-1.4200000E-6,1.0240000,
,,,-1.4100000E-6,1.0560000,
,,,-1.4000000E-6,1.0640000,
,,,-1.3900000E-6,1.0720000,
,,,-1.3800000E-6,1.0800000,
,,,-1.3699999E-6,1.0560000,
,,,-1.3599999E-6,1.0640000,
,,,-1.3499999E-6,1.0560000,
,,,-1.3399999E-6,1.0480001,
,,,-1.3299999E-6,1.0400001,
,,,-1.3199999E-6,1.0320001,
,,,-1.3099999E-6,1.0400001,
,,,-1.2999999E-6,1.0320001,
,,,-1.2900000E-6,1.0400001,
,,,-1.2800000E-6,1.0480001,
,,,-1.2700000E-6,1.0720000,
,,,-1.2600000E-6,1.0800000,
